decision_date,planned_week_start,date,activity,group,recommended_person_days
2027-07-06,2027-07-12,2027-07-16,Control room,admin,2.0
2027-07-06,2027-07-12,2027-07-16,Inbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-16,Inventory,admin,2.0
2027-07-06,2027-07-12,2027-07-16,Loading,operative,5.1
2027-07-06,2027-07-12,2027-07-16,Outbound office,admin,2.0
2027-07-06,2027-07-12,2027-07-16,Pick QA,operative,1.0
2027-07-06,2027-07-12,2027-07-16,Picking,operative,12.4
2027-07-06,2027-07-12,2027-07-16,Putaway,operative,12.1
2027-07-06,2027-07-12,2027-07-16,Receiving,operative,2.5
2027-07-06,2027-07-12,2027-07-16,Replenishment / relocation,operative,2.4
2027-07-06,2027-07-12,2027-07-16,Returns / QC,operative,1.0
2027-07-06,2027-07-12,2027-07-16,Staging,operative,7.4
2027-07-06,2027-07-12,2027-07-16,Team leads,operative,4.0
2027-07-06,2027-07-12,2027-07-16,Transit drivers,operative,4.0
2027-07-06,2027-07-12,2027-07-16,Unloading,operative,2.4
2027-07-06,2027-07-12,2027-07-16,VNA replenishment,operative,1.1
2027-07-06,2027-07-12,2027-07-16,Yard shunting,operative,2.0
2027-07-13,2027-07-19,2027-07-19,Aisle maintenance,operative,1.0
2027-07-13,2027-07-19,2027-07-19,Co-Packing line,operative,4.0
2027-07-13,2027-07-19,2027-07-19,Control room,admin,2.0
2027-07-13,2027-07-19,2027-07-19,Inbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-19,Inventory,admin,2.0
2027-07-13,2027-07-19,2027-07-19,Loading,operative,5.7
2027-07-13,2027-07-19,2027-07-19,Outbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-19,Pick QA,operative,1.0
2027-07-13,2027-07-19,2027-07-19,Picking,operative,13.9
2027-07-13,2027-07-19,2027-07-19,Putaway,operative,11.5
2027-07-13,2027-07-19,2027-07-19,Receiving,operative,2.6
2027-07-13,2027-07-19,2027-07-19,Replenishment / relocation,operative,2.7
2027-07-13,2027-07-19,2027-07-19,Returns / QC,operative,1.0
2027-07-13,2027-07-19,2027-07-19,Staging,operative,9.3
2027-07-13,2027-07-19,2027-07-19,Team leads,operative,4.1
2027-07-13,2027-07-19,2027-07-19,Transit drivers,operative,4.0
2027-07-13,2027-07-19,2027-07-19,Unloading,operative,2.5
2027-07-13,2027-07-19,2027-07-19,VNA replenishment,operative,1.0
2027-07-13,2027-07-19,2027-07-19,Yard shunting,operative,2.1
2027-07-13,2027-07-19,2027-07-20,Aisle maintenance,operative,1.1
2027-07-13,2027-07-19,2027-07-20,Co-Packing line,operative,4.0
2027-07-13,2027-07-19,2027-07-20,Control room,admin,2.0
2027-07-13,2027-07-19,2027-07-20,Inbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-20,Inventory,admin,2.0
2027-07-13,2027-07-19,2027-07-20,Loading,operative,5.0
2027-07-13,2027-07-19,2027-07-20,Outbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-20,Pick QA,operative,1.0
2027-07-13,2027-07-19,2027-07-20,Picking,operative,11.4
2027-07-13,2027-07-19,2027-07-20,Putaway,operative,12.2
2027-07-13,2027-07-19,2027-07-20,Receiving,operative,2.8
2027-07-13,2027-07-19,2027-07-20,Replenishment / relocation,operative,2.6
2027-07-13,2027-07-19,2027-07-20,Returns / QC,operative,1.1
2027-07-13,2027-07-19,2027-07-20,Staging,operative,7.1
2027-07-13,2027-07-19,2027-07-20,Team leads,operative,4.1
2027-07-13,2027-07-19,2027-07-20,Transit drivers,operative,4.0
2027-07-13,2027-07-19,2027-07-20,Unloading,operative,2.2
2027-07-13,2027-07-19,2027-07-20,VNA replenishment,operative,1.0
2027-07-13,2027-07-19,2027-07-20,Yard shunting,operative,2.1
2027-07-13,2027-07-19,2027-07-21,Aisle maintenance,operative,1.0
2027-07-13,2027-07-19,2027-07-21,Co-Packing line,operative,4.0
2027-07-13,2027-07-19,2027-07-21,Control room,admin,2.0
2027-07-13,2027-07-19,2027-07-21,Inbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-21,Inventory,admin,2.0
2027-07-13,2027-07-19,2027-07-21,Loading,operative,4.3
2027-07-13,2027-07-19,2027-07-21,Outbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-21,Pick QA,operative,1.0
2027-07-13,2027-07-19,2027-07-21,Picking,operative,10.2
2027-07-13,2027-07-19,2027-07-21,Putaway,operative,10.2
2027-07-13,2027-07-19,2027-07-21,Receiving,operative,2.2
2027-07-13,2027-07-19,2027-07-21,Replenishment / relocation,operative,2.1
2027-07-13,2027-07-19,2027-07-21,Returns / QC,operative,1.1
2027-07-13,2027-07-19,2027-07-21,Staging,operative,6.4
2027-07-13,2027-07-19,2027-07-21,Team leads,operative,4.0
2027-07-13,2027-07-19,2027-07-21,Transit drivers,operative,4.0
2027-07-13,2027-07-19,2027-07-21,Unloading,operative,2.1
2027-07-13,2027-07-19,2027-07-21,VNA replenishment,operative,1.0
2027-07-13,2027-07-19,2027-07-21,Yard shunting,operative,2.1
2027-07-13,2027-07-19,2027-07-22,Aisle maintenance,operative,1.0
2027-07-13,2027-07-19,2027-07-22,Co-Packing line,operative,4.0
2027-07-13,2027-07-19,2027-07-22,Control room,admin,2.0
2027-07-13,2027-07-19,2027-07-22,Inbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-22,Inventory,admin,2.0
2027-07-13,2027-07-19,2027-07-22,Loading,operative,5.7
2027-07-13,2027-07-19,2027-07-22,Outbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-22,Pick QA,operative,1.1
2027-07-13,2027-07-19,2027-07-22,Picking,operative,12.6
2027-07-13,2027-07-19,2027-07-22,Putaway,operative,10.8
2027-07-13,2027-07-19,2027-07-22,Receiving,operative,2.7
2027-07-13,2027-07-19,2027-07-22,Replenishment / relocation,operative,2.4
2027-07-13,2027-07-19,2027-07-22,Returns / QC,operative,1.0
2027-07-13,2027-07-19,2027-07-22,Staging,operative,7.6
2027-07-13,2027-07-19,2027-07-22,Team leads,operative,4.0
2027-07-13,2027-07-19,2027-07-22,Transit drivers,operative,4.0
2027-07-13,2027-07-19,2027-07-22,Unloading,operative,2.4
2027-07-13,2027-07-19,2027-07-22,VNA replenishment,operative,1.0
2027-07-13,2027-07-19,2027-07-22,Yard shunting,operative,2.1
2027-07-13,2027-07-19,2027-07-23,Aisle maintenance,operative,1.0
2027-07-13,2027-07-19,2027-07-23,Co-Packing line,operative,4.2
2027-07-13,2027-07-19,2027-07-23,Control room,admin,2.0
2027-07-13,2027-07-19,2027-07-23,Inbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-23,Inventory,admin,2.0
2027-07-13,2027-07-19,2027-07-23,Loading,operative,5.1
2027-07-13,2027-07-19,2027-07-23,Outbound office,admin,2.0
2027-07-13,2027-07-19,2027-07-23,Pick QA,operative,1.0
2027-07-13,2027-07-19,2027-07-23,Picking,operative,13.3
2027-07-13,2027-07-19,2027-07-23,Putaway,operative,12.1
2027-07-13,2027-07-19,2027-07-23,Receiving,operative,2.8
2027-07-13,2027-07-19,2027-07-23,Replenishment / relocation,operative,2.5
2027-07-13,2027-07-19,2027-07-23,Returns / QC,operative,1.0
2027-07-13,2027-07-19,2027-07-23,Staging,operative,7.8
2027-07-13,2027-07-19,2027-07-23,Team leads,operative,4.1
2027-07-13,2027-07-19,2027-07-23,Transit drivers,operative,4.0
2027-07-13,2027-07-19,2027-07-23,Unloading,operative,2.5
2027-07-13,2027-07-19,2027-07-23,VNA replenishment,operative,1.0
2027-07-13,2027-07-19,2027-07-23,Yard shunting,operative,2.0
2027-07-20,2027-07-26,2027-07-26,Aisle maintenance,operative,1.0
2027-07-20,2027-07-26,2027-07-26,Co-Packing line,operative,4.1
2027-07-20,2027-07-26,2027-07-26,Control room,admin,2.0
2027-07-20,2027-07-26,2027-07-26,Inbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-26,Inventory,admin,2.0
2027-07-20,2027-07-26,2027-07-26,Loading,operative,5.4
2027-07-20,2027-07-26,2027-07-26,Outbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-26,Pick QA,operative,1.0
2027-07-20,2027-07-26,2027-07-26,Picking,operative,13.0
2027-07-20,2027-07-26,2027-07-26,Putaway,operative,11.5
2027-07-20,2027-07-26,2027-07-26,Receiving,operative,2.9
2027-07-20,2027-07-26,2027-07-26,Replenishment / relocation,operative,2.4
2027-07-20,2027-07-26,2027-07-26,Returns / QC,operative,1.1
2027-07-20,2027-07-26,2027-07-26,Staging,operative,7.4
2027-07-20,2027-07-26,2027-07-26,Team leads,operative,4.1
2027-07-20,2027-07-26,2027-07-26,Transit drivers,operative,4.0
2027-07-20,2027-07-26,2027-07-26,Unloading,operative,2.5
2027-07-20,2027-07-26,2027-07-26,VNA replenishment,operative,1.0
2027-07-20,2027-07-26,2027-07-26,Yard shunting,operative,2.0
2027-07-20,2027-07-26,2027-07-27,Aisle maintenance,operative,1.0
2027-07-20,2027-07-26,2027-07-27,Co-Packing line,operative,4.0
2027-07-20,2027-07-26,2027-07-27,Control room,admin,2.0
2027-07-20,2027-07-26,2027-07-27,Inbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-27,Inventory,admin,2.0
2027-07-20,2027-07-26,2027-07-27,Loading,operative,5.1
2027-07-20,2027-07-26,2027-07-27,Outbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-27,Pick QA,operative,1.1
2027-07-20,2027-07-26,2027-07-27,Picking,operative,11.4
2027-07-20,2027-07-26,2027-07-27,Putaway,operative,10.8
2027-07-20,2027-07-26,2027-07-27,Receiving,operative,2.8
2027-07-20,2027-07-26,2027-07-27,Replenishment / relocation,operative,2.5
2027-07-20,2027-07-26,2027-07-27,Returns / QC,operative,1.1
2027-07-20,2027-07-26,2027-07-27,Staging,operative,7.2
2027-07-20,2027-07-26,2027-07-27,Team leads,operative,4.0
2027-07-20,2027-07-26,2027-07-27,Transit drivers,operative,4.0
2027-07-20,2027-07-26,2027-07-27,Unloading,operative,2.2
2027-07-20,2027-07-26,2027-07-27,VNA replenishment,operative,1.0
2027-07-20,2027-07-26,2027-07-27,Yard shunting,operative,2.0
2027-07-20,2027-07-26,2027-07-28,Aisle maintenance,operative,1.0
2027-07-20,2027-07-26,2027-07-28,Co-Packing line,operative,4.0
2027-07-20,2027-07-26,2027-07-28,Control room,admin,2.0
2027-07-20,2027-07-26,2027-07-28,Inbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-28,Inventory,admin,2.0
2027-07-20,2027-07-26,2027-07-28,Loading,operative,4.8
2027-07-20,2027-07-26,2027-07-28,Outbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-28,Pick QA,operative,1.0
2027-07-20,2027-07-26,2027-07-28,Picking,operative,10.7
2027-07-20,2027-07-26,2027-07-28,Putaway,operative,9.3
2027-07-20,2027-07-26,2027-07-28,Receiving,operative,2.5
2027-07-20,2027-07-26,2027-07-28,Replenishment / relocation,operative,2.1
2027-07-20,2027-07-26,2027-07-28,Returns / QC,operative,1.0
2027-07-20,2027-07-26,2027-07-28,Staging,operative,6.3
2027-07-20,2027-07-26,2027-07-28,Team leads,operative,4.0
2027-07-20,2027-07-26,2027-07-28,Transit drivers,operative,4.0
2027-07-20,2027-07-26,2027-07-28,Unloading,operative,2.0
2027-07-20,2027-07-26,2027-07-28,VNA replenishment,operative,1.0
2027-07-20,2027-07-26,2027-07-28,Yard shunting,operative,2.0
2027-07-20,2027-07-26,2027-07-29,Aisle maintenance,operative,1.0
2027-07-20,2027-07-26,2027-07-29,Co-Packing line,operative,4.0
2027-07-20,2027-07-26,2027-07-29,Control room,admin,2.0
2027-07-20,2027-07-26,2027-07-29,Inbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-29,Inventory,admin,2.0
2027-07-20,2027-07-26,2027-07-29,Loading,operative,6.0
2027-07-20,2027-07-26,2027-07-29,Outbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-29,Pick QA,operative,1.0
2027-07-20,2027-07-26,2027-07-29,Picking,operative,13.2
2027-07-20,2027-07-26,2027-07-29,Putaway,operative,11.9
2027-07-20,2027-07-26,2027-07-29,Receiving,operative,2.7
2027-07-20,2027-07-26,2027-07-29,Replenishment / relocation,operative,2.7
2027-07-20,2027-07-26,2027-07-29,Returns / QC,operative,1.1
2027-07-20,2027-07-26,2027-07-29,Staging,operative,8.1
2027-07-20,2027-07-26,2027-07-29,Team leads,operative,4.1
2027-07-20,2027-07-26,2027-07-29,Transit drivers,operative,4.1
2027-07-20,2027-07-26,2027-07-29,Unloading,operative,2.4
2027-07-20,2027-07-26,2027-07-29,VNA replenishment,operative,1.0
2027-07-20,2027-07-26,2027-07-29,Yard shunting,operative,2.1
2027-07-20,2027-07-26,2027-07-30,Aisle maintenance,operative,1.0
2027-07-20,2027-07-26,2027-07-30,Co-Packing line,operative,4.2
2027-07-20,2027-07-26,2027-07-30,Control room,admin,2.0
2027-07-20,2027-07-26,2027-07-30,Inbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-30,Inventory,admin,2.0
2027-07-20,2027-07-26,2027-07-30,Loading,operative,5.4
2027-07-20,2027-07-26,2027-07-30,Outbound office,admin,2.0
2027-07-20,2027-07-26,2027-07-30,Pick QA,operative,1.0
2027-07-20,2027-07-26,2027-07-30,Picking,operative,11.6
2027-07-20,2027-07-26,2027-07-30,Putaway,operative,11.9
2027-07-20,2027-07-26,2027-07-30,Receiving,operative,2.8
2027-07-20,2027-07-26,2027-07-30,Replenishment / relocation,operative,2.5
2027-07-20,2027-07-26,2027-07-30,Returns / QC,operative,1.1
2027-07-20,2027-07-26,2027-07-30,Staging,operative,7.5
2027-07-20,2027-07-26,2027-07-30,Team leads,operative,4.0
2027-07-20,2027-07-26,2027-07-30,Transit drivers,operative,4.0
2027-07-20,2027-07-26,2027-07-30,Unloading,operative,2.1
2027-07-20,2027-07-26,2027-07-30,VNA replenishment,operative,1.1
2027-07-20,2027-07-26,2027-07-30,Yard shunting,operative,2.0
2027-07-27,2027-08-02,2027-08-02,Aisle maintenance,operative,1.0
2027-07-27,2027-08-02,2027-08-02,Co-Packing line,operative,4.0
2027-07-27,2027-08-02,2027-08-02,Control room,admin,2.0
2027-07-27,2027-08-02,2027-08-02,Inbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-02,Inventory,admin,2.0
2027-07-27,2027-08-02,2027-08-02,Loading,operative,4.8
2027-07-27,2027-08-02,2027-08-02,Outbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-02,Pick QA,operative,1.0
2027-07-27,2027-08-02,2027-08-02,Picking,operative,11.2
2027-07-27,2027-08-02,2027-08-02,Putaway,operative,10.8
2027-07-27,2027-08-02,2027-08-02,Receiving,operative,2.4
2027-07-27,2027-08-02,2027-08-02,Replenishment / relocation,operative,2.3
2027-07-27,2027-08-02,2027-08-02,Returns / QC,operative,1.0
2027-07-27,2027-08-02,2027-08-02,Staging,operative,7.4
2027-07-27,2027-08-02,2027-08-02,Team leads,operative,4.0
2027-07-27,2027-08-02,2027-08-02,Transit drivers,operative,4.1
2027-07-27,2027-08-02,2027-08-02,Unloading,operative,2.4
2027-07-27,2027-08-02,2027-08-02,VNA replenishment,operative,1.0
2027-07-27,2027-08-02,2027-08-02,Yard shunting,operative,2.0
2027-07-27,2027-08-02,2027-08-03,Aisle maintenance,operative,1.0
2027-07-27,2027-08-02,2027-08-03,Co-Packing line,operative,4.2
2027-07-27,2027-08-02,2027-08-03,Control room,admin,2.0
2027-07-27,2027-08-02,2027-08-03,Inbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-03,Inventory,admin,2.0
2027-07-27,2027-08-02,2027-08-03,Loading,operative,5.6
2027-07-27,2027-08-02,2027-08-03,Outbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-03,Pick QA,operative,1.0
2027-07-27,2027-08-02,2027-08-03,Picking,operative,12.1
2027-07-27,2027-08-02,2027-08-03,Putaway,operative,10.9
2027-07-27,2027-08-02,2027-08-03,Receiving,operative,2.8
2027-07-27,2027-08-02,2027-08-03,Replenishment / relocation,operative,2.5
2027-07-27,2027-08-02,2027-08-03,Returns / QC,operative,1.0
2027-07-27,2027-08-02,2027-08-03,Staging,operative,7.5
2027-07-27,2027-08-02,2027-08-03,Team leads,operative,4.0
2027-07-27,2027-08-02,2027-08-03,Transit drivers,operative,4.0
2027-07-27,2027-08-02,2027-08-03,Unloading,operative,2.2
2027-07-27,2027-08-02,2027-08-03,VNA replenishment,operative,1.1
2027-07-27,2027-08-02,2027-08-03,Yard shunting,operative,2.0
2027-07-27,2027-08-02,2027-08-04,Aisle maintenance,operative,1.1
2027-07-27,2027-08-02,2027-08-04,Co-Packing line,operative,4.2
2027-07-27,2027-08-02,2027-08-04,Control room,admin,2.0
2027-07-27,2027-08-02,2027-08-04,Inbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-04,Inventory,admin,2.0
2027-07-27,2027-08-02,2027-08-04,Loading,operative,4.3
2027-07-27,2027-08-02,2027-08-04,Outbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-04,Pick QA,operative,1.0
2027-07-27,2027-08-02,2027-08-04,Picking,operative,9.5
2027-07-27,2027-08-02,2027-08-04,Putaway,operative,8.7
2027-07-27,2027-08-02,2027-08-04,Receiving,operative,2.4
2027-07-27,2027-08-02,2027-08-04,Replenishment / relocation,operative,1.9
2027-07-27,2027-08-02,2027-08-04,Returns / QC,operative,1.0
2027-07-27,2027-08-02,2027-08-04,Staging,operative,6.2
2027-07-27,2027-08-02,2027-08-04,Team leads,operative,4.1
2027-07-27,2027-08-02,2027-08-04,Transit drivers,operative,4.1
2027-07-27,2027-08-02,2027-08-04,Unloading,operative,2.0
2027-07-27,2027-08-02,2027-08-04,VNA replenishment,operative,1.0
2027-07-27,2027-08-02,2027-08-04,Yard shunting,operative,2.0
2027-07-27,2027-08-02,2027-08-05,Aisle maintenance,operative,1.0
2027-07-27,2027-08-02,2027-08-05,Co-Packing line,operative,4.2
2027-07-27,2027-08-02,2027-08-05,Control room,admin,2.0
2027-07-27,2027-08-02,2027-08-05,Inbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-05,Inventory,admin,2.0
2027-07-27,2027-08-02,2027-08-05,Loading,operative,4.6
2027-07-27,2027-08-02,2027-08-05,Outbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-05,Pick QA,operative,1.0
2027-07-27,2027-08-02,2027-08-05,Picking,operative,11.7
2027-07-27,2027-08-02,2027-08-05,Putaway,operative,10.9
2027-07-27,2027-08-02,2027-08-05,Receiving,operative,2.7
2027-07-27,2027-08-02,2027-08-05,Replenishment / relocation,operative,2.5
2027-07-27,2027-08-02,2027-08-05,Returns / QC,operative,1.0
2027-07-27,2027-08-02,2027-08-05,Staging,operative,6.7
2027-07-27,2027-08-02,2027-08-05,Team leads,operative,4.0
2027-07-27,2027-08-02,2027-08-05,Transit drivers,operative,4.1
2027-07-27,2027-08-02,2027-08-05,Unloading,operative,2.4
2027-07-27,2027-08-02,2027-08-05,VNA replenishment,operative,1.0
2027-07-27,2027-08-02,2027-08-05,Yard shunting,operative,2.1
2027-07-27,2027-08-02,2027-08-06,Aisle maintenance,operative,1.0
2027-07-27,2027-08-02,2027-08-06,Co-Packing line,operative,4.0
2027-07-27,2027-08-02,2027-08-06,Control room,admin,2.0
2027-07-27,2027-08-02,2027-08-06,Inbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-06,Inventory,admin,2.0
2027-07-27,2027-08-02,2027-08-06,Loading,operative,4.7
2027-07-27,2027-08-02,2027-08-06,Outbound office,admin,2.0
2027-07-27,2027-08-02,2027-08-06,Pick QA,operative,1.1
2027-07-27,2027-08-02,2027-08-06,Picking,operative,12.1
2027-07-27,2027-08-02,2027-08-06,Putaway,operative,10.9
2027-07-27,2027-08-02,2027-08-06,Receiving,operative,2.4
2027-07-27,2027-08-02,2027-08-06,Replenishment / relocation,operative,2.4
2027-07-27,2027-08-02,2027-08-06,Returns / QC,operative,1.1
2027-07-27,2027-08-02,2027-08-06,Staging,operative,7.8
2027-07-27,2027-08-02,2027-08-06,Team leads,operative,4.0
2027-07-27,2027-08-02,2027-08-06,Transit drivers,operative,4.0
2027-07-27,2027-08-02,2027-08-06,Unloading,operative,2.1
2027-07-27,2027-08-02,2027-08-06,VNA replenishment,operative,1.0
2027-07-27,2027-08-02,2027-08-06,Yard shunting,operative,2.1
2027-08-03,2027-08-09,2027-08-09,Aisle maintenance,operative,1.0
2027-08-03,2027-08-09,2027-08-09,Co-Packing line,operative,4.0
2027-08-03,2027-08-09,2027-08-09,Control room,admin,2.0
2027-08-03,2027-08-09,2027-08-09,Inbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-09,Inventory,admin,2.0
2027-08-03,2027-08-09,2027-08-09,Loading,operative,5.1
2027-08-03,2027-08-09,2027-08-09,Outbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-09,Pick QA,operative,1.0
2027-08-03,2027-08-09,2027-08-09,Picking,operative,13.8
2027-08-03,2027-08-09,2027-08-09,Putaway,operative,10.4
2027-08-03,2027-08-09,2027-08-09,Receiving,operative,2.5
2027-08-03,2027-08-09,2027-08-09,Replenishment / relocation,operative,2.5
2027-08-03,2027-08-09,2027-08-09,Returns / QC,operative,1.0
2027-08-03,2027-08-09,2027-08-09,Staging,operative,6.7
2027-08-03,2027-08-09,2027-08-09,Team leads,operative,4.1
2027-08-03,2027-08-09,2027-08-09,Transit drivers,operative,4.1
2027-08-03,2027-08-09,2027-08-09,Unloading,operative,2.2
2027-08-03,2027-08-09,2027-08-09,VNA replenishment,operative,1.0
2027-08-03,2027-08-09,2027-08-09,Yard shunting,operative,2.0
2027-08-03,2027-08-09,2027-08-10,Aisle maintenance,operative,1.0
2027-08-03,2027-08-09,2027-08-10,Co-Packing line,operative,4.1
2027-08-03,2027-08-09,2027-08-10,Control room,admin,2.0
2027-08-03,2027-08-09,2027-08-10,Inbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-10,Inventory,admin,2.0
2027-08-03,2027-08-09,2027-08-10,Loading,operative,5.1
2027-08-03,2027-08-09,2027-08-10,Outbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-10,Pick QA,operative,1.0
2027-08-03,2027-08-09,2027-08-10,Picking,operative,11.2
2027-08-03,2027-08-09,2027-08-10,Putaway,operative,12.0
2027-08-03,2027-08-09,2027-08-10,Receiving,operative,2.5
2027-08-03,2027-08-09,2027-08-10,Replenishment / relocation,operative,2.3
2027-08-03,2027-08-09,2027-08-10,Returns / QC,operative,1.0
2027-08-03,2027-08-09,2027-08-10,Staging,operative,6.7
2027-08-03,2027-08-09,2027-08-10,Team leads,operative,4.0
2027-08-03,2027-08-09,2027-08-10,Transit drivers,operative,4.0
2027-08-03,2027-08-09,2027-08-10,Unloading,operative,2.2
2027-08-03,2027-08-09,2027-08-10,VNA replenishment,operative,1.1
2027-08-03,2027-08-09,2027-08-10,Yard shunting,operative,2.0
2027-08-03,2027-08-09,2027-08-11,Aisle maintenance,operative,1.0
2027-08-03,2027-08-09,2027-08-11,Co-Packing line,operative,4.0
2027-08-03,2027-08-09,2027-08-11,Control room,admin,2.0
2027-08-03,2027-08-09,2027-08-11,Inbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-11,Inventory,admin,2.0
2027-08-03,2027-08-09,2027-08-11,Loading,operative,4.5
2027-08-03,2027-08-09,2027-08-11,Outbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-11,Pick QA,operative,1.0
2027-08-03,2027-08-09,2027-08-11,Picking,operative,10.6
2027-08-03,2027-08-09,2027-08-11,Putaway,operative,9.2
2027-08-03,2027-08-09,2027-08-11,Receiving,operative,2.3
2027-08-03,2027-08-09,2027-08-11,Replenishment / relocation,operative,2.4
2027-08-03,2027-08-09,2027-08-11,Returns / QC,operative,1.0
2027-08-03,2027-08-09,2027-08-11,Staging,operative,6.5
2027-08-03,2027-08-09,2027-08-11,Team leads,operative,4.0
2027-08-03,2027-08-09,2027-08-11,Transit drivers,operative,4.1
2027-08-03,2027-08-09,2027-08-11,Unloading,operative,2.1
2027-08-03,2027-08-09,2027-08-11,VNA replenishment,operative,1.0
2027-08-03,2027-08-09,2027-08-11,Yard shunting,operative,2.1
2027-08-03,2027-08-09,2027-08-12,Aisle maintenance,operative,1.0
2027-08-03,2027-08-09,2027-08-12,Co-Packing line,operative,4.1
2027-08-03,2027-08-09,2027-08-12,Control room,admin,2.0
2027-08-03,2027-08-09,2027-08-12,Inbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-12,Inventory,admin,2.0
2027-08-03,2027-08-09,2027-08-12,Loading,operative,5.5
2027-08-03,2027-08-09,2027-08-12,Outbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-12,Pick QA,operative,1.1
2027-08-03,2027-08-09,2027-08-12,Picking,operative,12.6
2027-08-03,2027-08-09,2027-08-12,Putaway,operative,10.7
2027-08-03,2027-08-09,2027-08-12,Receiving,operative,2.7
2027-08-03,2027-08-09,2027-08-12,Replenishment / relocation,operative,2.3
2027-08-03,2027-08-09,2027-08-12,Returns / QC,operative,1.0
2027-08-03,2027-08-09,2027-08-12,Staging,operative,7.5
2027-08-03,2027-08-09,2027-08-12,Team leads,operative,4.0
2027-08-03,2027-08-09,2027-08-12,Transit drivers,operative,4.1
2027-08-03,2027-08-09,2027-08-12,Unloading,operative,2.3
2027-08-03,2027-08-09,2027-08-12,VNA replenishment,operative,1.0
2027-08-03,2027-08-09,2027-08-12,Yard shunting,operative,2.0
2027-08-03,2027-08-09,2027-08-13,Aisle maintenance,operative,1.0
2027-08-03,2027-08-09,2027-08-13,Co-Packing line,operative,4.1
2027-08-03,2027-08-09,2027-08-13,Control room,admin,2.0
2027-08-03,2027-08-09,2027-08-13,Inbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-13,Inventory,admin,2.0
2027-08-03,2027-08-09,2027-08-13,Loading,operative,5.1
2027-08-03,2027-08-09,2027-08-13,Outbound office,admin,2.0
2027-08-03,2027-08-09,2027-08-13,Pick QA,operative,1.0
2027-08-03,2027-08-09,2027-08-13,Picking,operative,11.4
2027-08-03,2027-08-09,2027-08-13,Putaway,operative,10.2
2027-08-03,2027-08-09,2027-08-13,Receiving,operative,2.6
2027-08-03,2027-08-09,2027-08-13,Replenishment / relocation,operative,2.6
2027-08-03,2027-08-09,2027-08-13,Returns / QC,operative,1.1
2027-08-03,2027-08-09,2027-08-13,Staging,operative,6.9
2027-08-03,2027-08-09,2027-08-13,Team leads,operative,4.1
2027-08-03,2027-08-09,2027-08-13,Transit drivers,operative,4.0
2027-08-03,2027-08-09,2027-08-13,Unloading,operative,2.2
2027-08-03,2027-08-09,2027-08-13,VNA replenishment,operative,1.0
2027-08-03,2027-08-09,2027-08-13,Yard shunting,operative,2.1
2027-08-10,2027-08-16,2027-08-16,Aisle maintenance,operative,1.0
2027-08-10,2027-08-16,2027-08-16,Co-Packing line,operative,4.0
2027-08-10,2027-08-16,2027-08-16,Control room,admin,2.0
2027-08-10,2027-08-16,2027-08-16,Inbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-16,Inventory,admin,2.0
2027-08-10,2027-08-16,2027-08-16,Loading,operative,5.2
2027-08-10,2027-08-16,2027-08-16,Outbound office,admin,2.0
2027-08-10,2027-08-16,2027-08-16,Pick QA,operative,1.0
2027-08-10,2027-08-16,2027-08-16,Picking,operative,13.5
2027-08-10,2027-08-16,2027-08-16,Putaway,operative,12.0
2027-08-10,2027-08-16,2027-08-16,Receiving,operative,2.7
2027-08-10,2027-08-16,2027-08-16,Replenishment / relocation,operative,2.9
2027-08-10,2027-08-16,2027-08-16,Returns / QC,operative,1.0
